OBS,HOUSEHOLDID,HEINZ,HUNTS,PRICEHEINZ,PRICEHUNTS,DISPLAYHEINZ,DISPLAYHUNTS,FEATUREHEINZ,FEATUREHUNTS
1028,112,1,0,0.034000002,0.025,0,1,0,0
1029,112,1,0,0.037,0.034000002,0,0,0,0
1030,112,1,0,0.037,0.034000002,0,0,0,0
1031,112,1,0,0.046,0.037,1,0,0,0
1032,112,1,0,0.037,0.037,0,0,0,0
1033,112,1,0,0.037,0.037,0,0,0,0
1034,113,1,0,0.029999999,0.028000001,0,0,1,0
1035,113,1,0,0.043000001,0.030999999,0,0,0,0
1036,113,1,0,0.030999999,0.034000002,1,0,0,0
1037,113,1,0,0.021,0.034000002,0,0,0,0
1038,113,1,0,0.021,0.034000002,0,0,0,0
1039,113,1,0,0.022,0.033,0,0,0,0
1040,114,1,0,0.034000002,0.041000001,0,0,0,0
1041,114,1,0,0.030999999,0.037999999,0,0,0,0
1042,114,1,0,0.044,0.044,0,0,0,0
1043,114,1,0,0.028000001,0.035999998,0,0,0,1
1044,114,1,0,0.017000001,0.035999998,0,0,0,1
1045,114,1,0,0.015,0.028999999,0,0,0,0
1046,114,1,0,0.037999999,0.035,0,0,1,0
1047,114,1,0,0.025,0.030999999,1,0,0,0
1048,115,1,0,0.022,0.030999999,0,0,0,0
1049,115,1,0,0.025,0.037,0,0,0,0
1050,115,1,0,0.030999999,0.037,0,0,0,0
1051,115,1,0,0.029999999,0.028000001,0,0,0,0
1052,115,1,0,0.021,0.028000001,0,0,0,0
1053,115,1,0,0.050000001,0.030999999,0,0,0,0
1054,115,1,0,0.037,0.030999999,0,0,0,0
1055,115,1,0,0.037,0.030999999,0,0,0,0
1056,115,1,0,0.030999999,0.030999999,1,0,0,0
1057,115,1,0,0.037,0.030999999,0,0,0,0
1058,115,1,0,0.037,0.030999999,0,0,0,0
1059,115,1,0,0.037,0.032000002,0,0,0,0
1060,115,1,0,0.035,0.034000002,0,0,0,0
1061,115,1,0,0.021,0.034000002,0,0,1,0
1062,115,1,0,0.021,0.034000002,0,0,1,0
1063,115,1,0,0.022,0.034000002,0,0,0,0
1064,116,0,1,0.043333334,0.027000001,0,0,0,0
1065,116,1,0,0.030999999,0.035,0,0,1,0
1066,116,1,0,0.030999999,0.028000001,1,0,0,0
1067,116,1,0,0.021,0.028000001,0,0,0,0
1068,116,1,0,0.006,0.029999999,0,0,0,0
1069,116,1,0,0.021,0.030999999,0,0,0,0
1070,116,1,0,0.021,0.035,0,0,1,0
1071,116,1,0,0.041999999,0.030999999,0,0,0,0
1072,116,1,0,0.034000002,0.039999999,1,0,0,0
1073,116,0,1,0.043000002,0.028000001,0,1,0,0
1074,116,1,0,0.041999999,0.041999999,0,0,0,0
1075,116,1,0,0.043000001,0.034000002,0,0,0,0
1076,116,1,0,0.037,0.034000002,0,0,0,0
1077,117,0,1,0.045,0.026000001,0,0,0,0
1078,117,1,0,0.030999999,0.034000002,0,0,0,0
1079,117,1,0,0.028000001,0.037,0,0,0,0
1080,117,1,0,0.039000001,0.034000002,1,0,0,0
1081,117,1,0,0.037999999,0.029999999,1,0,0,0
1082,118,1,0,0.028000001,0.035999998,0,0,0,0
1083,118,1,0,0.037,0.028000001,0,0,0,0
1084,118,1,0,0.050000001,0.028000001,0,1,0,0
1085,118,1,0,0.050000001,0.034000002,0,0,0,0
1086,118,1,0,0.044,0.034000002,0,0,0,0
1087,119,0,1,0.045,0.028000001,0,0,0,0
1088,119,0,1,0.042333333,0.029999999,0,0,0,0
1089,119,0,1,0.040333334,0.029999999,1,0,0,0
1090,119,0,1,0.036,0.029999999,0,0,0,0
1091,119,0,1,0.041000001,0.030999999,1,0,0,0
1092,119,0,1,0.043000002,0.028000001,0,1,0,0
1093,119,0,1,0.044666668,0.030999999,0,0,0,0
1094,119,0,1,0.044666668,0.028000001,0,0,0,0
1095,119,0,1,0.045666667,0.025,0,0,0,0
1096,119,0,1,0.044333334,0.028000001,0,1,0,0
1097,120,1,0,0.017999999,0.039999999,0,0,0,0
1098,120,1,0,0.037,0.039000001,0,0,0,0
1099,120,1,0,0.029999999,0.028000001,0,0,1,0
1100,120,1,0,0.028000001,0.030999999,0,0,1,0
1101,120,1,0,0.030999999,0.034000002,1,0,0,0
1102,120,1,0,0.037,0.034000002,0,0,0,0
1103,120,1,0,0.021,0.034000002,0,0,0,0
1104,120,1,0,0.021,0.034000002,0,0,0,0
1105,120,1,0,0.022,0.034000002,0,0,0,0
1106,121,0,1,0.045333333,0.017999999,0,0,0,0
1107,121,1,0,0.012,0.037,1,0,0,0
1108,121,0,1,0.039666668,0.030999999,1,0,0,0
1109,121,1,0,0.021,0.028000001,0,0,0,0
1110,121,1,0,0.021,0.028000001,0,0,0,0
1111,122,0,1,0.045,0.034000002,0,0,0,0
1112,122,0,1,0.035000001,0.028999999,0,0,0,0
1113,122,1,0,0.034000002,0.030999999,0,0,1,0
1114,122,1,0,0.029999999,0.030999999,0,0,0,0
1115,122,1,0,0.034000002,0.034000002,0,0,0,0
1116,122,1,0,0.021,0.034000002,0,0,0,0
1117,123,1,0,0.034000002,0.028000001,0,0,0,0
1118,123,1,0,0.032000002,0.034000002,0,0,0,0
1119,123,1,0,0.030999999,0.037,1,0,0,0
1120,123,1,0,0.030999999,0.035,0,0,1,0
1121,123,1,0,0.028000001,0.028000001,0,0,0,0
1122,123,1,0,0.030999999,0.030999999,1,0,0,0
1123,123,1,0,0.034000002,0.030999999,0,0,1,0
1124,123,1,0,0.030999999,0.030999999,1,0,0,0
1125,124,1,0,0.037,0.037,0,0,0,0
1126,124,1,0,0.026000001,0.068999998,0,0,0,0
1127,124,1,0,0.030999999,0.034000002,0,0,0,0
1128,124,1,0,0.030999999,0.034000002,1,0,0,0
1129,124,1,0,0.029999999,0.029999999,0,0,0,0
1130,124,1,0,0.035,0.029999999,0,0,0,0
1131,124,1,0,0.039000001,0.029999999,0,0,0,0
1132,124,1,0,0.034000002,0.030999999,0,0,0,0
1133,124,1,0,0.034000002,0.030999999,0,0,0,0
1134,124,1,0,0.030999999,0.030999999,0,0,0,0
1135,124,1,0,0.030999999,0.030999999,0,0,0,0
1136,124,1,0,0.034000002,0.030999999,0,0,0,0
1137,124,1,0,0.034000002,0.028999999,0,0,0,0
1138,124,1,0,0.034000002,0.034000002,0,0,0,0
1139,124,1,0,0.037,0.034000002,0,0,0,0
1140,124,1,0,0.037,0.028999999,0,0,0,0
1141,124,1,0,0.037,0.037,0,0,0,0
1142,124,1,0,0.037,0.037,0,0,0,0
1143,125,0,1,0.045,0.034000002,0,0,0,0
1144,125,1,0,0.037999999,0.034000002,1,0,0,0
1145,125,1,0,0.052000001,0.034000002,1,0,0,0
1146,125,1,0,0.034000002,0.037,0,0,0,0
1147,125,0,1,0.041666667,0.029999999,0,0,0,0
1148,125,1,0,0.046999998,0.030999999,0,0,1,0
1149,125,1,0,0.050000001,0.030999999,0,0,0,0
1150,125,1,0,0.046,0.030999999,0,0,0,0
1151,125,1,0,0.050000001,0.030999999,0,0,0,0
1152,125,1,0,0.050000001,0.030999999,0,0,0,0
1153,125,1,0,0.050000001,0.028000001,0,1,0,0
1154,125,1,0,0.050000001,0.034000002,0,0,0,0
1155,125,1,0,0.050000001,0.037,0,0,0,0
1156,126,1,0,0.039000001,0.029999999,1,0,0,0
1157,126,1,0,0.039000001,0.030999999,1,0,0,0
1158,126,1,0,0.030999999,0.030999999,0,0,0,0
1159,126,1,0,0.030999999,0.034000002,0,0,0,0
1160,126,1,0,0.039000001,0.028000001,0,0,0,0
1161,127,1,0,0.052000001,0.034000002,0,0,0,0
1162,127,1,0,0.022,0.034000002,0,0,0,0
1163,127,1,0,0.052000001,0.037,0,0,0,0
1164,127,1,0,0.045000002,0.035999998,0,0,0,0
1165,127,1,0,0.039000001,0.030999999,1,0,0,0
1166,127,1,0,0.034000002,0.028000001,0,0,1,0
1167,127,1,0,0.037,0.028000001,0,0,0,0
1168,127,1,0,0.034000002,0.028000001,0,0,0,0
1169,127,1,0,0.021,0.028000001,0,0,0,0
1170,127,1,0,0.021,0.028000001,0,0,0,0
1171,127,1,0,0.022,0.030999999,1,0,0,0
1172,127,1,0,0.046,0.030999999,0,0,0,0
1173,127,1,0,0.039000001,0.033,0,0,0,0
1174,127,1,0,0.034000002,0.030999999,0,0,0,0
1175,127,1,0,0.030999999,0.030999999,1,0,0,0
1176,127,1,0,0.021,0.030999999,0,0,0,0
1177,127,1,0,0.021,0.030999999,0,0,0,0
1178,127,1,0,0.035,0.028000001,0,0,0,1
1179,127,1,0,0.035,0.034000002,0,0,0,0
1180,127,1,0,0.034000002,0.034000002,0,0,0,0
1181,127,0,1,0.042666666,0.034000002,0,0,0,0
1182,127,1,0,0.022,0.034000002,0,0,0,0
1183,128,1,0,0.022,0.034000002,0,0,0,0
1184,128,0,1,0.041333334,0.033,0,0,0,1
1185,128,1,0,0.039000001,0.033,1,0,0,1
1186,128,1,0,0.021,0.035,0,0,1,0
1187,128,1,0,0.030999999,0.030999999,0,0,0,0
1188,128,1,0,0.034000002,0.030999999,0,0,1,0
1189,128,0,1,0.042000001,0.030999999,0,0,0,1
1190,129,1,0,0.045000002,0.039999999,0,0,0,0
1191,129,1,0,0.034000002,0.029999999,0,0,0,1
1192,129,1,0,0.027000001,0.028000001,0,0,0,0
1193,129,1,0,0.043000001,0.030999999,0,0,0,0
1194,129,1,0,0.041999999,0.035,1,0,0,0
1195,129,1,0,0.046,0.034000002,0,0,0,0
1196,129,1,0,0.046,0.034000002,0,0,0,0
1197,130,1,0,0.017999999,0.039999999,0,0,0,0
1198,130,1,0,0.028000001,0.030999999,0,0,0,0
1199,130,1,0,0.046,0.030999999,0,0,0,0
1200,130,1,0,0.028000001,0.037,0,0,0,0
1201,130,1,0,0.029999999,0.028000001,0,0,0,0
1202,130,1,0,0.029999999,0.028000001,0,0,0,0
1203,130,1,0,0.021,0.028000001,0,0,0,0
1204,130,1,0,0.041999999,0.034000002,0,0,0,0
1205,130,1,0,0.041999999,0.028000001,0,0,0,0
1206,130,1,0,0.037999999,0.034000002,1,0,0,0
1207,130,1,0,0.037,0.034000002,0,0,0,0
1208,130,1,0,0.022,0.034000002,0,0,0,0
1209,130,1,0,0.037,0.034000002,0,0,0,0
1210,131,1,0,0.025,0.034000002,0,0,0,0
1211,131,1,0,0.028000001,0.037,0,0,0,0
1212,131,1,0,0.041999999,0.030999999,0,0,0,0
1213,131,1,0,0.041999999,0.030999999,0,0,0,0
1214,131,1,0,0.041999999,0.034000002,0,0,0,0
1215,131,1,0,0.022,0.034000002,0,0,0,0
1216,132,1,0,0.025,0.028000001,0,0,0,0
1217,132,1,0,0.034000002,0.037,0,0,0,0
1218,132,1,0,0.030999999,0.030999999,0,0,0,0
1219,132,1,0,0.030999999,0.032000002,0,0,0,0
1220,132,1,0,0.024,0.028000001,0,0,0,0
1221,132,1,0,0.050000001,0.037,0,0,0,1
1222,132,1,0,0.045000002,0.037,0,0,0,0
1223,132,1,0,0.030999999,0.030999999,0,0,0,0
1224,132,1,0,0.030999999,0.030999999,0,0,0,0
1225,133,1,0,0.022,0.034000002,0,0,0,0
1226,133,0,1,0.033666667,0.028000001,1,0,0,0
1227,133,0,1,0.036666668,0.029999999,0,0,0,0
1228,133,0,1,0.041666668,0.034000002,0,0,0,0
1229,133,1,0,0.021,0.034000002,0,0,0,0
1230,134,1,0,0.028000001,0.035999998,0,0,0,0
1231,134,1,0,0.030999999,0.037,1,0,0,0
1232,134,1,0,0.030999999,0.037,0,0,0,0
1233,134,1,0,0.046999998,0.030999999,1,0,0,0
1234,134,1,0,0.023,0.030999999,1,0,0,0
1235,135,1,0,0.039000001,0.034000002,0,0,0,0
1236,135,1,0,0.035,0.029999999,0,0,0,0
1237,135,1,0,0.021,0.029999999,0,0,0,0
1238,135,1,0,0.037999999,0.035,0,0,0,1
1239,135,1,0,0.035,0.039999999,0,0,0,0
1240,135,1,0,0.034000002,0.034000002,0,0,0,0
1241,136,1,0,0.044,0.037,0,0,0,0
1242,136,1,0,0.045000002,0.033,0,0,0,1
1243,136,1,0,0.043000001,0.034000002,0,0,0,0
1244,136,1,0,0.046,0.034000002,0,0,0,0
1245,136,1,0,0.043000001,0.034000002,0,0,0,0
1246,137,1,0,0.034000002,0.030999999,0,0,0,0
1247,137,1,0,0.030999999,0.030999999,1,0,0,0
1248,137,1,0,0.041999999,0.028000001,0,0,0,0
1249,137,1,0,0.041999999,0.029999999,0,0,0,0
1250,137,1,0,0.041999999,0.034000002,0,0,0,0
1251,137,1,0,0.041999999,0.034000002,0,0,0,0
1252,137,1,0,0.041999999,0.034000002,0,0,0,0
1253,137,1,0,0.046,0.034000002,0,0,0,0
1254,137,1,0,0.021,0.034000002,0,0,0,0
1255,137,1,0,0.022,0.033,0,0,0,0
1256,137,1,0,0.037,0.034000002,0,0,0,0
1257,138,0,1,0.044333334,0.028000001,0,1,0,0
1258,138,1,0,0.043000001,0.029999999,0,0,0,0
1259,138,1,0,0.034000002,0.030999999,0,0,0,0
1260,138,1,0,0.035,0.035,0,0,0,0
1261,138,1,0,0.024,0.030999999,0,0,0,0
1262,138,1,0,0.034000002,0.030999999,0,0,0,0
1263,138,1,0,0.034000002,0.030999999,0,0,0,0
1264,138,0,1,0.045333333,0.028000001,0,0,0,0
1265,138,1,0,0.022,0.034000002,0,0,0,0
1266,139,1,0,0.034000002,0.037,0,0,0,0
1267,139,1,0,0.037,0.039000001,0,0,0,0
1268,139,1,0,0.034000002,0.030999999,0,0,0,0
1269,139,1,0,0.029999999,0.028000001,0,1,0,0
1270,139,1,0,0.029999999,0.028000001,0,0,0,0
1271,139,1,0,0.029999999,0.029999999,0,0,0,0
1272,139,1,0,0.034000002,0.030999999,0,0,0,0
1273,139,1,0,0.034000002,0.030999999,0,0,0,0
1274,139,1,0,0.050999999,0.037,0,0,0,0
1275,139,1,0,0.043000001,0.034000002,0,0,0,0
1276,139,1,0,0.041999999,0.034000002,0,0,0,0
1277,139,1,0,0.035,0.034000002,1,0,0,0
1278,139,1,0,0.037,0.028999999,0,0,0,0
1279,139,1,0,0.037999999,0.034000002,0,0,0,0
1280,140,1,0,0.050000001,0.034000002,0,0,0,0
1281,140,1,0,0.050000001,0.034000002,0,0,0,0
1282,140,1,0,0.039000001,0.030999999,1,0,0,0
1283,140,0,1,0.038333334,0.028000001,0,1,0,0
1284,140,1,0,0.035,0.029999999,0,0,0,0
1285,140,1,0,0.029999999,0.028000001,0,0,0,0
1286,140,1,0,0.034000002,0.028000001,0,0,0,0
1287,140,1,0,0.030999999,0.028000001,1,0,0,0
1288,140,1,0,0.034000002,0.028000001,0,0,0,0
1289,140,1,0,0.034000002,0.028999999,0,0,0,0
1290,140,1,0,0.037,0.034000002,0,0,0,0
1291,140,1,0,0.037,0.034000002,0,0,0,0
1292,140,1,0,0.037,0.034000002,1,0,0,0
1293,140,1,0,0.021,0.034000002,0,0,0,0
1294,140,1,0,0.037,0.028000001,0,1,0,0
1295,141,1,0,0.030999999,0.037,1,0,0,0
1296,141,1,0,0.025,0.034000002,0,0,0,0
1297,141,1,0,0.030999999,0.037,0,0,0,0
1298,141,1,0,0.030999999,0.034000002,0,0,0,0
1299,141,1,0,0.035,0.029999999,1,0,0,0
1300,141,1,0,0.028999999,0.029999999,1,0,0,0
1301,141,1,0,0.030999999,0.030999999,0,0,0,0
1302,141,1,0,0.039000001,0.030999999,1,0,0,0
1303,141,1,0,0.030999999,0.037,0,0,0,0
1304,142,1,0,0.037,0.037,1,0,0,0
1305,142,1,0,0.030999999,0.034000002,1,0,0,0
1306,142,1,0,0.028000001,0.037,0,0,0,0
1307,142,1,0,0.029999999,0.050000001,0,0,0,0
1308,142,1,0,0.046999998,0.030999999,0,0,1,0
1309,142,1,0,0.034000002,0.030999999,0,0,1,0
1310,142,1,0,0.029999999,0.046999998,0,0,1,0
1311,142,1,0,0.030999999,0.030999999,0,0,0,0
1312,142,1,0,0.032000002,0.041000001,0,0,0,0
1313,143,1,0,0.037,0.034000002,0,0,0,0
1314,143,1,0,0.030999999,0.034000002,1,0,0,0
1315,143,1,0,0.029999999,0.029999999,0,0,0,0
1316,143,1,0,0.029999999,0.029999999,0,0,0,0
1317,143,1,0,0.025,0.030999999,0,0,0,0
1318,143,1,0,0.030999999,0.032000002,1,0,0,0
1319,143,1,0,0.030999999,0.034000002,1,0,0,0
1320,144,0,1,0.044,0.025,0,0,0,0
1321,144,1,0,0.02,0.028000001,0,0,0,0
1322,144,1,0,0.035,0.030999999,0,0,0,0
1323,144,1,0,0.046,0.030999999,0,0,0,0
1324,144,1,0,0.043000001,0.034000002,0,0,0,0
1325,144,1,0,0.046,0.034000002,0,0,0,0
1326,144,1,0,0.046,0.028000001,0,1,0,0
1327,144,0,1,0.041666666,0.034000002,0,0,0,0
1328,144,0,1,0.041333334,0.034000002,0,0,0,0
1329,144,1,0,0.052999999,0.037,1,0,0,0
1330,145,1,0,0.017999999,0.018999999,0,0,0,0
1331,145,1,0,0.034000002,0.028000001,0,0,0,0
1332,145,1,0,0.043000001,0.033,0,0,0,0
1333,145,1,0,0.046999998,0.030999999,0,0,0,0
1334,145,1,0,0.035,0.028000001,0,0,0,0
1335,145,1,0,0.043000001,0.034000002,1,0,0,0
1336,145,1,0,0.052999999,0.037,0,0,0,0
1337,146,0,1,0.038000001,0.015,0,0,1,0
1338,146,1,0,0.021,0.028000001,0,0,0,0
1339,146,1,0,0.028000001,0.030999999,0,0,0,0
1340,146,1,0,0.037,0.030999999,0,0,0,0
1341,146,1,0,0.034000002,0.032000002,0,0,0,0
1342,146,1,0,0.041999999,0.034000002,0,0,0,0
1343,147,1,0,0.050000001,0.039999999,0,0,0,0
1344,147,1,0,0.035,0.028000001,0,0,0,0
1345,147,1,0,0.041999999,0.030999999,0,0,1,0
1346,147,1,0,0.034000002,0.030999999,0,0,1,0
1347,147,1,0,0.043000001,0.030999999,0,0,0,0
1348,147,1,0,0.043000001,0.034000002,1,0,0,0
1349,147,1,0,0.041999999,0.034000002,0,0,0,0
1350,147,1,0,0.046,0.034000002,0,0,0,0
1351,147,1,0,0.021,0.034000002,0,0,0,0
1352,147,1,0,0.043000001,0.034000002,0,0,0,0
1353,147,1,0,0.043000001,0.034000002,0,0,0,0
1354,148,0,1,0.045,0.034000002,0,0,0,0
1355,148,0,1,0.045,0.037,0,0,0,0
1356,148,1,0,0.052000001,0.034000002,0,0,0,0
1357,148,1,0,0.035,0.029999999,0,0,0,0
1358,148,1,0,0.043000001,0.029999999,1,0,0,0
1359,148,1,0,0.043000001,0.030999999,0,0,1,0
1360,148,1,0,0.034000002,0.028000001,1,0,0,0
1361,148,1,0,0.039000001,0.037,1,0,0,0
1362,149,1,0,0.028000001,0.034000002,0,0,0,0
1363,149,1,0,0.041999999,0.029999999,1,0,0,0
1364,149,1,0,0.037,0.034000002,0,0,0,0
1365,149,1,0,0.025,0.037,1,0,0,0
1366,149,1,0,0.022,0.033,0,0,0,0
1367,150,0,1,0.045,0.017999999,0,0,0,0
1368,150,1,0,0.023,0.028000001,0,0,0,0
1369,150,0,1,0.040666666,0.023,0,0,0,0
1370,150,1,0,0.028999999,0.030999999,1,0,0,0
1371,150,0,1,0.043000002,0.028000001,0,1,0,0
1372,150,0,1,0.045000001,0.025,0,1,0,0
1373,150,0,1,0.037666667,0.034000002,0,0,0,0
1374,150,0,1,0.043333334,0.024,0,0,1,0
1375,150,0,1,0.045333333,0.034000002,0,0,0,0
1376,151,1,0,0.034000002,0.030999999,0,0,0,0
1377,151,1,0,0.030999999,0.035999998,0,0,0,0
1378,151,1,0,0.037,0.028000001,1,0,0,0
1379,151,1,0,0.029999999,0.028999999,0,0,0,0
1380,151,1,0,0.046999998,0.030999999,0,0,0,0
1381,151,1,0,0.030999999,0.032000002,1,0,0,0
1382,151,1,0,0.025,0.030999999,0,0,1,0
1383,151,1,0,0.030999999,0.030999999,1,0,0,0
1384,152,0,1,0.043333334,0.028000001,0,0,0,0
1385,152,1,0,0.043000001,0.029999999,0,0,0,0
1386,152,1,0,0.030999999,0.028000001,0,0,0,0
1387,152,1,0,0.030999999,0.030999999,1,0,0,0
1388,152,1,0,0.046999998,0.030999999,0,0,0,0
1389,152,1,0,0.017999999,0.041999999,0,0,0,0
1390,153,1,0,0.022,0.034000002,0,0,0,0
1391,153,1,0,0.034000002,0.030999999,0,0,0,0
1392,153,1,0,0.034000002,0.030999999,0,0,0,0
1393,153,0,1,0.045333333,0.025,0,1,0,0
1394,153,1,0,0.021,0.034000002,0,0,1,0
1395,153,0,1,0.044666666,0.037,1,0,0,0
1396,154,1,0,0.052000001,0.034000002,0,0,0,0
1397,154,1,0,0.052000001,0.037,0,0,0,0
1398,154,1,0,0.039000001,0.034000002,1,0,0,0
1399,154,1,0,0.050000001,0.037,0,0,0,0
1400,154,1,0,0.050000001,0.030999999,0,0,0,0
1401,154,1,0,0.050999999,0.030999999,0,0,0,1
1402,154,1,0,0.046,0.030999999,0,0,0,0
1403,154,1,0,0.050000001,0.033,0,0,0,0
1404,154,1,0,0.050999999,0.037,0,0,0,0
1405,154,1,0,0.041999999,0.028999999,0,0,0,0
1406,155,1,0,0.050000001,0.030999999,0,0,0,0
1407,155,1,0,0.029999999,0.028000001,1,0,0,0
1408,155,1,0,0.041999999,0.030999999,0,0,0,0
1409,155,1,0,0.043000001,0.030999999,0,0,0,0
1410,155,1,0,0.045000002,0.028000001,0,1,0,0
1411,155,1,0,0.050999999,0.037,0,0,0,0
1412,155,1,0,0.041999999,0.034000002,0,0,0,0
1413,155,1,0,0.041999999,0.034000002,0,0,0,0
1414,155,1,0,0.043000001,0.034000002,1,0,0,0
1415,155,1,0,0.043000001,0.034000002,0,0,0,0
1416,155,1,0,0.035,0.034000002,0,0,0,0
1417,155,1,0,0.044,0.034000002,0,0,0,0
1418,156,1,0,0.041000001,0.029999999,0,0,0,0
1419,156,1,0,0.035,0.029999999,0,0,0,0
1420,156,1,0,0.041000001,0.035,0,0,0,0
1421,156,1,0,0.029999999,0.030999999,0,0,0,0
1422,156,1,0,0.050999999,0.037,0,0,0,0
1423,157,1,0,0.030999999,0.035999998,0,0,0,0
1424,157,1,0,0.046,0.048,0,0,1,0
1425,157,1,0,0.029999999,0.028000001,0,0,1,0
1426,157,1,0,0.032000002,0.041000001,0,0,0,0
1427,157,1,0,0.032000002,0.041000001,0,0,1,0
1428,157,0,1,0.039333333,0.028000001,0,1,0,0
1429,158,1,0,0.050000001,0.041000001,0,0,0,0
1430,158,1,0,0.032000002,0.028000001,0,0,1,0
1431,158,1,0,0.034000002,0.030999999,0,0,1,0
1432,158,1,0,0.041999999,0.034000002,0,0,0,0
1433,158,1,0,0.043000001,0.034000002,0,0,0,0
1434,158,1,0,0.037999999,0.034000002,0,0,0,0
1435,159,1,0,0.028000001,0.035999998,0,0,0,0
1436,159,1,0,0.030999999,0.034000002,1,0,0,0
1437,159,1,0,0.041999999,0.034000002,0,0,0,0
1438,159,1,0,0.025,0.030999999,0,0,0,0
1439,159,1,0,0.039000001,0.030999999,1,0,0,0
1440,159,1,0,0.030999999,0.030999999,0,0,0,0
1441,159,0,1,0.044666668,0.028000001,0,1,0,0
1442,159,0,1,0.045333333,0.025,0,1,0,0
1443,159,1,0,0.039000001,0.028000001,0,0,0,0
1444,159,1,0,0.039000001,0.037,1,0,0,0
1445,159,1,0,0.035999998,0.037,1,0,0,0
1446,160,1,0,0.033,0.046,0,0,0,0
1447,160,1,0,0.033,0.048,0,0,0,0
1448,160,1,0,0.033,0.048,1,0,0,0
1449,160,1,0,0.033,0.048,0,0,0,0
1450,160,1,0,0.024,0.048999999,0,0,1,0
1451,160,1,0,0.029999999,0.046999998,1,0,0,0
1452,160,1,0,0.029999999,0.048,0,0,1,0
1453,160,1,0,0.029999999,0.048,0,0,1,0
1454,160,1,0,0.046,0.048,0,0,1,0
1455,160,1,0,0.029999999,0.048,0,0,0,0
1456,160,1,0,0.027000001,0.048999999,0,0,0,0
1457,160,1,0,0.029999999,0.063000001,0,0,0,0
1458,160,1,0,0.029999999,0.086999997,0,0,0,0
1459,160,1,0,0.029999999,0.041000001,0,0,0,0
1460,160,1,0,0.029999999,0.041000001,0,0,0,1
1461,160,1,0,0.041999999,0.041000001,0,0,0,1
1462,160,1,0,0.029999999,0.041999999,0,0,0,1
1463,160,1,0,0.046,0.041000001,0,0,1,1
1464,160,1,0,0.029999999,0.041000001,0,0,0,1
1465,160,1,0,0.029999999,0.041000001,0,0,0,1
1466,160,1,0,0.012,0.041000001,0,0,1,0
1467,160,1,0,0.029999999,0.043000001,0,0,1,0
1468,160,1,0,0.029999999,0.050999999,0,0,1,0
1469,160,1,0,0.029999999,0.041999999,0,0,1,0
1470,160,1,0,0.029999999,0.041000001,0,0,1,0
1471,160,1,0,0.032000002,0.041000001,0,0,0,0
1472,160,1,0,0.032000002,0.041000001,0,0,0,0
1473,160,1,0,0.032000002,0.041000001,0,0,0,0
1474,160,1,0,0.032000002,0.041000001,0,0,1,0
1475,160,1,0,0.032000002,0.041000001,0,0,0,0
1476,160,1,0,0.032000002,0.041000001,0,0,0,0
1477,160,1,0,0.032000002,0.041000001,0,0,0,0
1478,160,1,0,0.015,0.041000001,0,0,1,0
1479,160,1,0,0.032000002,0.041000001,0,0,1,0
1480,160,1,0,0.044,0.041000001,0,0,1,0
1481,160,1,0,0.032000002,0.041000001,0,0,1,0
1482,160,1,0,0.032000002,0.041000001,0,0,0,0
1483,160,1,0,0.032000002,0.041000001,0,0,1,0
1484,160,1,0,0.032000002,0.041000001,0,0,0,0
1485,160,1,0,0.032000002,0.041000001,0,0,0,0
1486,160,1,0,0.032000002,0.041000001,0,0,1,0
1487,160,1,0,0.022,0.034000002,0,0,0,0
1488,160,1,0,0.034000002,0.043000001,0,0,0,0
1489,160,1,0,0.037,0.037,0,0,0,0
1490,161,1,0,0.052000001,0.034000002,1,0,0,0
1491,161,1,0,0.046999998,0.033,0,0,0,0
1492,161,1,0,0.043000001,0.029999999,1,0,0,0
1493,161,1,0,0.046999998,0.030999999,1,0,0,0
1494,161,1,0,0.046,0.030999999,1,0,0,0
1495,161,1,0,0.046999998,0.030999999,0,0,0,0
1496,161,1,0,0.050000001,0.030999999,0,0,0,0
1497,161,1,0,0.050000001,0.034000002,0,0,0,0
1498,162,1,0,0.034000002,0.037,0,0,0,0
1499,162,1,0,0.022,0.030999999,0,0,0,0
1500,162,1,0,0.034000002,0.028000001,0,1,0,0
1501,162,1,0,0.034000002,0.028999999,0,0,0,0
1502,162,1,0,0.039000001,0.028000001,0,1,0,0
1503,162,1,0,0.029999999,0.028000001,0,0,0,0
1504,162,1,0,0.034000002,0.030999999,0,0,0,0
1505,162,1,0,0.030999999,0.030999999,1,0,0,0
1506,162,1,0,0.030999999,0.030999999,1,0,0,0
1507,162,1,0,0.037,0.030999999,0,0,0,0
1508,162,1,0,0.037,0.030999999,0,0,0,0
1509,162,1,0,0.030999999,0.030999999,0,0,0,0
1510,162,1,0,0.037,0.030999999,0,0,0,0
1511,162,1,0,0.021,0.030999999,0,0,0,0
1512,162,1,0,0.021,0.032000002,0,0,0,0
1513,162,1,0,0.034000002,0.034000002,1,0,0,0
1514,162,1,0,0.035,0.034000002,1,0,0,0
1515,162,1,0,0.037,0.034000002,0,0,0,0
1516,162,1,0,0.037,0.034000002,0,0,0,0
1517,162,1,0,0.037,0.034000002,0,0,0,0
1518,163,1,0,0.034000002,0.028000001,0,0,0,0
1519,163,1,0,0.030999999,0.034000002,0,0,0,0
1520,163,1,0,0.029999999,0.034000002,0,0,0,0
1521,163,1,0,0.029999999,0.029999999,0,0,0,0
1522,163,1,0,0.034000002,0.030999999,0,0,0,0
1523,163,1,0,0.034000002,0.032000002,0,0,0,0
