OBS,PRIVATE,SUNSHINE,KEEBLER,NABISCO,PRICEPRIVATE,PRICESUNSHINE,PRICEKEEBLER,PRICENABISCO,FeatPrivate,FeatSunshine,FeatKeebler,FeatNabisco,DisplPrivate,DisplSunshine,DisplKeebler,DisplNabisco
1647,0,0,1,0,0.579999924,1.23999989,1.049999952,0.980000019,0,0,0,0,0,0,0,0
1648,0,1,0,0,0.689999998,0.789999962,0.99000001,0.949999988,0,0,0,0,0,0,0,0
1649,0,0,0,1,0.529999912,0.889999986,0.99000001,0.889999986,1,0,0,0,1,1,0,1
1650,0,0,1,0,0.529999912,0.889999986,0.889999986,0.99000001,1,0,1,0,1,0,1,1
1651,0,0,1,0,0.689999998,0.889999986,0.99000001,1.129999995,0,0,0,0,0,0,1,0
1652,0,0,0,1,0.609999955,0.889999986,0.99000001,0.889999986,0,0,0,0,0,0,1,1
1653,0,0,0,1,0.609999955,0.889999986,0.99000001,0.889999986,0,0,0,0,0,0,0,1
1654,0,1,0,0,0.609999955,0.889999986,1.089999914,1.089999914,0,0,0,0,0,0,0,0
1655,0,0,0,1,0.609999955,0.689999998,1.089999914,0.889999986,0,1,0,0,0,0,0,1
1656,0,0,0,1,0.609999955,0.689999998,1.089999914,0.889999986,0,0,0,1,0,0,0,1
1657,0,0,0,1,0.619999945,0.889999986,1.039999962,0.889999986,0,0,0,1,0,1,0,0
1658,0,0,0,1,0.609999955,0.889999986,1.089999914,0.889999986,0,0,0,0,0,0,0,1
1659,0,1,0,0,0.529999912,0.889999986,1.089999914,1.190000057,1,0,0,0,0,0,0,1
1660,0,1,0,0,0.609999955,0.689999998,1.089999914,1.190000057,0,1,0,0,0,1,0,0
1661,0,0,0,1,0.609999955,0.789999962,1.149999976,0.99000001,0,0,0,0,0,0,1,0
1662,0,0,0,1,0.609999955,0.789999962,1.149999976,0.99000001,0,0,0,1,0,0,0,0
1663,0,0,1,0,0.609999955,0.970000029,1.089999914,1.190000057,0,0,1,0,0,0,0,0
1664,0,1,0,0,0.609999955,0.789999962,0.99000001,1.190000057,0,1,1,0,0,0,0,0
1665,0,0,0,1,0.609999955,0.970000029,1.149999976,0.99000001,0,0,0,0,0,0,0,0
1666,0,1,0,0,0.609999955,0.970000029,1.149999976,1.190000057,0,0,0,0,0,0,0,1
1667,0,1,0,0,0.609999955,0.970000029,1.149999976,1.25,0,0,0,0,0,0,0,0
1668,0,1,0,0,0.609999955,0.970000029,1.25,1.089999914,0,0,0,1,0,0,0,1
1669,0,0,1,0,0.609999955,0.970000029,0.99000001,1.25,0,0,0,0,0,0,1,0
1670,0,0,1,0,0.609999955,0.970000029,0.99000001,1.25,0,0,1,0,0,0,0,0
1671,0,1,0,0,0.609999955,0.970000029,1.289999962,1.089999914,0,0,0,1,0,0,0,1
1672,0,1,0,0,0.609999955,0.970000029,1.289999962,1.25,0,0,0,0,0,0,0,0
1673,0,1,0,0,0.529999912,1.089999914,1.089999914,1.089999914,1,0,0,0,1,0,1,1
1674,0,0,0,1,0.609999955,1.029999971,1.289999962,1.089999914,0,0,0,0,0,0,0,0
1675,0,1,0,0,0.609999955,1.089999914,1.289999962,1.25,0,0,0,0,0,0,0,0
1676,0,1,0,0,0.609999955,1.089999914,1.289999962,1.25,0,0,0,0,0,0,0,0
1677,0,0,0,1,0.859999955,1.089999914,1.209999919,1.089999914,0,0,0,0,0,0,0,0
1678,0,0,0,1,0.609999955,1.049999952,1.289999962,0.99000001,0,0,0,1,0,0,0,1
1679,0,0,0,1,0.609999955,1.049999952,1.289999962,0.99000001,0,0,0,1,0,0,0,1
1680,0,0,0,1,0.609999955,1.049999952,1.289999962,0.99000001,0,0,0,0,0,0,0,1
1681,0,1,0,0,0.959999979,0.889999986,1.089999914,1.289999962,0,0,1,0,0,0,1,1
1682,0,1,0,0,0.609999955,1.049999952,1.190000057,1.25,0,0,0,0,0,0,0,0
1683,0,0,0,1,0.819999933,0.949999988,1.25,0.789999962,0,0,0,0,0,0,0,0
1684,0,1,0,0,0.789999962,0.949999988,1.190000057,1.289999962,0,0,0,0,0,0,0,1
1685,0,1,0,0,0.609999955,1.049999952,1.289999962,0.99000001,0,0,0,0,0,0,0,1
1686,0,0,0,1,0.609999955,1.049999952,1.289999962,0.99000001,0,0,0,1,0,0,0,1
1687,0,0,0,1,0.609999955,1.049999952,1.289999962,0.99000001,0,0,0,0,0,0,0,1
1688,0,1,0,0,0.609999955,1.049999952,1.289999962,1.289999962,0,0,0,0,0,0,0,1
1689,0,0,0,1,0.709999979,0.99000001,1.089999914,1.089999914,0,0,0,0,0,0,0,0
1690,0,0,0,1,0.709999979,0.99000001,1.089999914,0.99000001,0,0,0,0,0,0,0,1
1691,0,0,0,1,0.709999979,0.99000001,1.089999914,0.99000001,0,0,0,0,0,0,0,1
1692,0,0,0,1,0.589999914,0.930000007,0.879999995,0.879999995,0,0,0,0,0,0,0,0
1693,0,1,0,0,0.779999912,0.49000001,1.089999914,1.089999914,0,0,0,0,0,1,0,0
1694,0,1,0,0,0.779999912,0.589999914,1.089999914,0.889999986,0,0,0,0,0,1,0,0
1695,0,0,0,1,0.779999912,1.029999971,1.089999914,0.889999986,0,0,0,0,0,0,0,0
1696,0,0,0,1,0.779999912,0.789999962,1.049999952,1.089999914,0,0,0,0,0,1,0,0
1697,0,0,0,1,0.639999986,1.029999971,1.089999914,1.190000057,0,0,0,0,0,0,0,0
1698,0,0,0,1,0.639999986,1.029999971,1.089999914,1.190000057,0,0,0,0,0,0,0,0
1699,0,0,0,1,0.779999912,1.089999914,1.089999914,1.190000057,0,0,0,0,0,0,0,0
1700,0,0,0,1,0.779999912,1.089999914,1.089999914,1.190000057,0,0,0,0,0,0,0,0
1701,0,0,0,1,0.709999979,1.089999914,1.190000057,0.99000001,0,0,0,0,0,0,0,0
1702,0,0,0,1,0.579999924,0.930000007,0.980000019,0.980000019,0,0,0,0,0,0,0,1
1703,0,1,0,0,0.779999912,0.889999986,1.089999914,1.190000057,0,0,0,0,0,0,0,0
1704,0,0,0,1,0.649999976,0.879999995,1.149999976,0.99000001,0,0,0,0,0,0,0,1
1705,0,0,0,1,0.639999986,1.089999914,1.209999919,1.190000057,0,0,0,1,1,0,0,0
1706,1,0,0,0,0.689999998,0.789999962,1.209999919,1.190000057,0,0,0,0,1,1,0,0
1707,0,0,0,1,0.779999912,0.789999962,1.190000057,1.289999962,0,0,0,0,1,1,0,0
1708,0,0,0,1,0.649999976,0.970000029,1.25,1.089999914,0,0,0,1,0,0,0,1
1709,0,0,0,1,0.779999912,0.789999962,1.209999919,1.089999914,0,0,0,0,0,1,0,1
1710,0,0,0,1,0.649999976,0.970000029,1.169999957,0.99000001,0,0,0,0,0,0,0,1
1711,0,0,0,1,0.839999914,1.089999914,1.209999919,1.089999914,0,0,0,0,0,0,0,0
1712,0,0,0,1,0.819999933,0.949999988,1.209999919,0.99000001,0,0,0,0,0,0,0,0
1713,0,0,0,1,0.649999976,1.049999952,0.99000001,0.74000001,0,0,0,0,0,0,0,0
1714,0,0,0,1,0.720000029,1.089999914,1.039999962,0.99000001,0,0,0,0,0,0,0,0
1715,1,0,0,0,0.379999995,1.23999989,1.049999952,0.980000019,1,0,0,0,1,0,0,0
1716,0,0,0,1,0.959999979,1.289999962,1.039999962,1.289999962,0,0,0,0,0,0,0,0
1717,0,0,1,0,0.709999979,0.980000019,0.879999995,0.889999986,0,0,0,0,0,0,0,0
1718,0,1,0,0,0.680000007,0.980000019,0.879999995,1.059999824,0,0,0,0,0,1,0,0
1719,0,1,0,0,0.709999979,0.99000001,1.089999914,0.99000001,0,0,0,0,0,0,0,1
1720,0,0,1,0,0.779999912,0.789999962,1.049999952,1.089999914,0,0,0,0,0,1,0,0
1721,0,0,1,0,0.639999986,1.029999971,1.089999914,0.889999986,0,0,0,0,0,0,0,0
1722,0,0,1,0,0.639999986,1.089999914,1.089999914,1.190000057,0,0,0,0,0,0,0,0
1723,0,0,1,0,0.709999979,0.99000001,1.089999914,1.190000057,0,0,0,0,0,0,0,0
1724,0,0,1,0,0.680000007,1.089999914,1.049999952,0.949999988,0,0,0,1,0,0,0,0
1725,0,0,1,0,0.779999912,0.889999986,1.190000057,0.99000001,0,0,0,0,0,0,0,0
1726,0,0,0,1,0.609999955,0.970000029,1.149999976,0.99000001,0,0,0,0,0,0,0,0
1727,0,0,1,0,0.779999912,1.089999914,1.089999914,1.289999962,0,0,0,0,0,0,0,1
1728,0,0,1,0,0.589999914,0.879999995,1.149999976,1.25,1,0,0,0,1,0,0,0
1729,0,0,1,0,0.649999976,0.879999995,1.25,1.25,0,0,0,0,1,0,0,0
1730,0,0,1,0,0.779999912,1.089999914,1.190000057,1.289999962,0,0,0,0,1,0,0,0
1731,0,0,1,0,0.779999912,1.089999914,1.209999919,1.089999914,0,0,0,0,0,0,0,1
1732,0,0,1,0,0.789999962,0.980000019,1.089999914,1.109999895,0,0,0,0,0,0,0,0
1733,0,0,1,0,0.930000007,1.089999914,1.209999919,1.289999962,0,0,0,0,0,0,0,1
1734,0,0,1,0,0.649999976,1.049999952,1.25,0.99000001,0,0,0,0,0,0,0,1
1735,0,0,1,0,0.649999976,1.049999952,1.089999914,0.99000001,0,0,0,0,0,0,0,0
1736,0,0,1,0,0.720000029,1.089999914,1.209999919,1.289999962,0,0,0,0,0,0,0,0
1737,0,0,0,1,0.680000007,0.959999979,0.99000001,0.889999986,0,0,0,0,0,0,0,0
1738,0,1,0,0,0.689999998,0.589999914,0.99000001,0.949999988,0,1,0,0,0,0,0,1
1739,0,0,0,1,0.589999914,0.779999912,0.879999995,0.879999995,0,0,0,0,0,1,0,0
1740,0,0,0,1,0.689999998,0.889999986,0.99000001,0.889999986,0,0,0,0,0,0,0,1
1741,0,1,0,0,0.779999912,0.49000001,1.089999914,1.089999914,0,1,0,0,0,1,0,0
1742,0,0,0,1,0.649999976,0.889999986,1.049999952,1.049999952,0,0,0,0,0,0,0,0
1743,0,0,0,1,0.579999924,0.930000007,0.980000019,1.089999914,0,0,0,0,0,0,1,0
1744,0,0,0,1,0.689999998,0.789999962,1.089999914,0.99000001,0,0,0,0,0,0,0,0
1745,0,0,0,1,0.649999976,0.879999995,1.149999976,1.25,0,0,0,0,0,0,0,1
1746,0,0,0,1,0.579999924,0.970000029,1.149999976,1.089999914,1,0,0,1,0,0,0,0
1747,0,0,0,1,0.649999976,0.879999995,1.25,1.25,0,0,0,0,1,0,0,0
1748,0,0,1,0,0.649999976,0.879999995,0.99000001,1.25,0,0,1,0,0,0,1,0
1749,0,0,0,1,0.579999924,0.930000007,1.190000057,1.079999924,0,0,0,0,0,0,0,0
1750,0,0,0,1,0.680000007,0.959999979,1.389999986,0.689999998,0,0,0,1,0,0,0,1
1751,0,0,0,1,0.609999955,1.049999952,1.25,0.99000001,0,0,0,0,0,0,0,1
1752,0,0,0,1,0.609999955,1.049999952,1.289999962,1.289999962,0,0,0,0,0,0,0,1
1753,0,0,0,1,0.709999979,0.99000001,1.089999914,0.819999933,0,0,0,0,0,0,0,0
1754,0,0,0,1,0.779999912,0.789999962,1.089999914,0.74000001,0,0,0,0,0,1,0,0
1755,0,0,1,0,0.779999912,0.49000001,1.089999914,1.089999914,0,0,0,0,0,1,0,0
1756,1,0,0,0,0.889999986,0.789999962,1.089999914,0.889999986,0,0,0,0,0,1,0,0
1757,0,0,0,1,0.779999912,0.789999962,1.089999914,0.789999962,0,0,0,0,0,1,0,0
1758,1,0,0,0,0.889999986,0.789999962,1.049999952,1.089999914,0,0,0,0,0,1,0,0
1759,0,0,0,1,0.779999912,0.789999962,1.049999952,1.089999914,0,0,0,0,0,1,0,0
1760,0,0,0,1,0.779999912,1.029999971,1.089999914,0.889999986,0,0,0,0,0,0,0,0
1761,0,0,0,1,0.779999912,0.99000001,1.089999914,1.190000057,0,0,0,0,0,0,0,0
1762,0,1,0,0,0.779999912,0.99000001,1.089999914,1.190000057,0,0,0,0,0,0,0,0
1763,0,0,0,1,0.709999979,1.089999914,1.190000057,0.99000001,0,0,0,0,0,0,0,0
1764,0,0,0,1,0.779999912,1.089999914,1.089999914,0.939999998,0,0,0,0,0,0,0,0
1765,0,1,0,0,0.839999914,0.889999986,1.089999914,1.190000057,0,0,0,0,0,0,0,0
1766,0,0,0,1,0.779999912,1.089999914,1.190000057,0.99000001,0,0,0,0,0,0,0,1
1767,0,0,0,1,0.779999912,1.089999914,1.190000057,0.99000001,0,0,0,0,0,0,0,0
1768,0,0,1,0,0.639999986,1.089999914,1.209999919,1.190000057,0,0,0,1,1,0,0,0
1769,0,0,0,1,0.579999924,0.879999995,1.089999914,0.730000019,0,0,0,1,0,1,0,0
1770,0,0,1,0,0.779999912,1.089999914,1.190000057,1.289999962,0,0,0,0,0,0,0,0
1771,0,0,0,1,0.779999912,1.089999914,1.190000057,1.039999962,0,0,0,0,0,0,0,1
1772,0,0,0,1,0.789999962,1.089999914,1.209999919,0.939999998,0,0,0,0,0,0,0,1
1773,0,0,0,1,0.959999979,1.089999914,1.129999995,1.089999914,0,0,0,0,0,0,0,1
1774,0,0,0,1,0.920000017,1.089999914,1.209999919,0.839999914,0,0,0,0,0,0,0,0
1775,0,0,1,0,0.839999914,1.089999914,1.209999919,1.089999914,0,0,0,0,0,0,0,0
1776,0,0,1,0,0.959999979,1.089999914,1.089999914,1.289999962,0,0,0,0,0,1,1,1
1777,0,0,0,1,0.789999962,1.089999914,1.089999914,1.089999914,0,0,0,0,0,0,0,0
1778,0,0,0,1,0.789999962,1.089999914,1.089999914,1.089999914,0,0,0,0,0,0,0,0
1779,0,0,0,1,0.959999979,1.289999962,1.039999962,1.139999986,0,0,0,0,0,0,0,0
1780,0,0,0,1,0.649999976,0.589999914,0.99000001,0.889999986,0,0,0,0,0,0,0,0
1781,0,0,0,1,0.649999976,0.889999986,0.889999986,1.049999952,0,0,0,0,0,0,1,0
1782,0,0,0,1,0.5,0.889999986,0.99000001,0.889999986,1,0,0,0,1,0,0,0
1783,0,0,0,1,0.649999976,0.889999986,0.99000001,1.049999952,0,0,0,0,0,0,0,0
1784,0,0,0,1,0.649999976,0.889999986,1.049999952,0.889999986,0,0,0,0,0,0,0,0
1785,0,0,0,1,0.5,0.889999986,1.019999981,0.889999986,1,0,0,0,0,0,0,1
1786,0,0,0,1,0.649999976,0.689999998,1.070000052,1.149999976,0,1,0,0,0,0,0,0
1787,0,0,0,1,0.5,0.889999986,1.149999976,0.99000001,1,0,0,0,0,0,1,0
1788,0,0,0,1,0.649999976,0.879999995,1.149999976,0.99000001,0,0,0,0,0,0,0,0
1789,0,0,0,1,0.649999976,0.879999995,1.149999976,0.99000001,0,0,0,0,0,0,0,1
1790,0,0,0,1,0.649999976,0.879999995,1.149999976,1.25,0,0,0,0,0,0,0,0
1791,0,0,0,1,0.649999976,0.879999995,0.99000001,1.25,0,0,0,0,0,0,0,0
1792,0,0,0,1,0.649999976,0.879999995,0.99000001,1.25,0,0,1,0,0,0,1,0
1793,0,0,0,1,0.649999976,0.970000029,1.25,1.089999914,0,0,0,1,0,0,0,1
1794,0,0,0,1,0.649999976,0.970000029,1.25,1.25,0,0,0,0,0,0,0,1
1795,0,0,0,1,0.789999962,0.980000019,1.129999995,1.089999914,0,0,0,0,0,0,0,0
1796,0,0,0,1,0.649999976,1.049999952,1.25,0.99000001,0,0,0,0,0,0,0,1
1797,0,0,0,1,0.649999976,1.049999952,1.25,0.99000001,0,0,0,1,0,0,0,1
1798,0,0,0,1,0.649999976,1.049999952,1.25,0.99000001,0,0,0,0,0,0,0,1
1799,0,0,0,1,0.649999976,1.049999952,1.25,0.99000001,0,0,0,1,1,0,0,1
1800,0,0,0,1,0.649999976,1.049999952,1.25,0.99000001,0,0,0,0,1,0,0,1
1801,0,0,0,1,0.649999976,1.049999952,1.169999957,1.289999962,0,0,0,0,1,0,0,1
1802,0,0,0,1,0.649999976,1.049999952,0.99000001,0.99000001,0,0,0,1,0,0,0,0
1803,0,0,0,1,0.649999976,1.049999952,0.99000001,0.99000001,0,0,0,0,0,0,0,1
1804,0,0,0,1,0.649999976,1.049999952,0.99000001,0.99000001,0,0,0,0,0,0,0,1
1805,0,0,0,1,0.649999976,1.049999952,0.99000001,1.289999962,0,0,0,0,0,0,0,1
1806,0,0,0,1,0.680000007,0.730000019,0.930000007,0.689999998,0,0,0,0,0,0,0,0
1807,0,0,0,1,0.680000007,0.689999998,0.879999995,1.089999914,0,1,0,0,0,1,0,0
1808,0,0,0,1,0.680000007,0.689999998,0.879999995,1.089999914,0,0,0,0,0,1,0,0
1809,0,0,0,1,0.680000007,0.879999995,1.079999924,1.089999914,0,0,0,0,0,1,0,0
1810,0,0,0,1,0.680000007,0.789999962,1.079999924,1.089999914,0,1,1,0,0,1,0,0
1811,0,0,0,1,0.680000007,1.00999999,1.169999957,1.190000057,0,0,0,0,0,0,0,0
1812,0,0,0,1,0.680000007,1.00999999,1.169999957,1.190000057,0,0,0,0,0,0,0,0
1813,0,0,0,1,0.680000007,1.00999999,0.99000001,1.190000057,0,0,1,0,0,0,0,0
1814,0,0,0,1,0.680000007,1.00999999,1.169999957,0.949999988,0,0,0,1,0,0,0,0
1815,0,0,0,1,0.680000007,1.039999962,1.049999952,0.949999988,0,0,0,0,0,0,0,0
1816,0,0,0,1,0.680000007,1.089999914,1.169999957,0.949999988,0,0,0,1,0,0,0,0
1817,0,0,0,1,0.680000007,0.789999962,1.089999914,1.190000057,0,1,0,0,0,0,0,0
1818,0,0,0,1,0.680000007,0.789999962,1.089999914,1.190000057,0,1,1,0,0,0,0,0
1819,0,0,0,1,0.680000007,1.089999914,1.169999957,1.190000057,0,0,0,0,0,0,0,0
1820,0,0,0,1,0.680000007,1.089999914,1.169999957,0.949999988,0,0,0,1,0,0,0,0
1821,0,0,0,1,0.680000007,1.089999914,1.169999957,0.949999988,0,0,0,1,0,0,0,0
1822,0,0,1,0,0.680000007,0.889999986,1.289999962,1.089999914,0,1,0,1,0,1,0,1
1823,0,0,0,1,0.680000007,0.889999986,1.23999989,1.089999914,0,1,0,1,0,1,1,0
1824,0,0,0,1,0.680000007,1.089999914,1.190000057,1.190000057,0,0,1,0,0,1,1,0
1825,0,0,0,1,0.680000007,1.089999914,1.23999989,1.089999914,0,0,0,1,0,1,1,0
1826,0,0,0,1,0.680000007,0.99000001,1.089999914,1.089999914,0,0,1,0,0,0,0,0
1827,0,0,0,1,0.680000007,1.039999962,1.089999914,1.089999914,0,0,1,0,0,0,0,1
1828,0,0,0,1,0.930000007,1.089999914,1.209999919,1.289999962,0,0,0,0,0,0,0,1
1829,0,0,0,1,0.930000007,1.089999914,1.209999919,1.289999962,0,0,0,0,0,0,0,1
1830,0,0,0,1,0.839999914,1.089999914,1.209999919,1.089999914,0,0,0,0,0,0,0,0
1831,0,0,0,1,0.859999955,0.889999986,1.209999919,0.99000001,0,0,0,0,0,0,0,1
1832,0,0,0,1,0.959999979,0.889999986,1.089999914,1.289999962,0,0,1,0,0,0,1,1
1833,0,0,0,1,0.680000007,1.190000057,1.089999914,1.289999962,0,0,0,0,0,0,0,0
1834,0,0,0,1,0.680000007,1.190000057,1.25,0.889999986,0,0,0,1,0,0,0,1
1835,0,0,0,1,0.649999976,0.889999986,0.889999986,1.049999952,0,0,0,0,0,0,0,0
1836,0,0,0,1,0.649999976,0.889999986,0.99000001,0.889999986,0,0,0,1,0,0,0,1
1837,0,0,0,1,0.649999976,0.889999986,0.99000001,0.889999986,0,0,0,0,0,0,0,1
1838,0,0,0,1,0.49000001,0.889999986,1.019999981,1.049999952,1,0,0,0,1,0,0,0
1839,1,0,0,0,0.5,0.889999986,1.019999981,0.889999986,1,0,0,0,1,0,0,1
1840,0,0,0,1,0.649999976,0.689999998,1.070000052,1.149999976,0,1,0,0,0,1,1,0
1841,0,0,0,1,0.599999964,0.889999986,1.149999976,0.99000001,0,0,0,0,0,1,0,0
1842,0,0,0,1,0.599999964,0.789999962,0.99000001,1.149999976,0,1,1,0,0,0,0,1
1843,0,0,0,1,0.599999964,0.970000029,1.149999976,0.99000001,0,0,0,0,0,0,0,1
1844,0,0,0,1,0.599999964,0.970000029,1.149999976,1.25,0,0,0,0,0,0,0,0
1845,0,0,0,1,0.599999964,0.970000029,1.25,1.089999914,0,0,0,1,0,0,0,0
1846,0,0,0,1,0.599999964,0.970000029,1.25,1.089999914,0,0,0,0,0,0,1,0
1847,0,0,0,1,0.599999964,0.970000029,1.25,1.25,0,0,0,0,0,0,0,0
1848,0,0,0,1,0.649999976,1.049999952,1.25,0.99000001,0,0,0,1,0,0,0,1
1849,0,0,0,1,0.649999976,1.049999952,1.25,0.99000001,0,0,0,0,1,0,0,1
1850,0,0,0,1,0.649999976,1.049999952,1.25,0.99000001,0,0,0,0,0,0,0,1
1851,0,0,0,1,0.649999976,1.049999952,1.169999957,1.289999962,0,0,0,0,0,0,1,0
1852,0,0,0,1,0.589999914,1.049999952,1.25,0.99000001,0,0,0,0,0,0,1,1
1853,0,0,0,1,0.589999914,1.049999952,1.289999962,0.99000001,0,0,0,1,0,0,0,1
1854,0,0,0,1,0.649999976,1.049999952,1.289999962,1.289999962,0,0,0,0,0,0,0,0
1855,0,0,0,1,0.529999912,0.889999986,0.99000001,0.789999962,0,0,0,0,0,0,0,0
1856,0,0,0,1,0.609999955,0.889999986,0.99000001,1.089999914,0,0,0,0,0,0,0,0
1857,0,0,0,1,0.609999955,0.689999998,1.089999914,0.789999962,0,0,0,0,0,1,0,0
1858,0,0,0,1,0.529999912,0.889999986,1.039999962,0.889999986,1,0,0,0,1,1,0,0
1859,0,0,0,1,0.609999955,0.689999998,1.089999914,1.190000057,0,1,0,0,0,1,0,0
1860,0,0,0,1,0.609999955,0.789999962,0.99000001,1.190000057,0,0,1,0,0,0,1,0
1861,0,0,0,1,0.529999912,0.789999962,1.149999976,0.99000001,1,0,0,0,0,0,1,0
1862,0,0,0,1,0.609999955,0.789999962,1.149999976,0.99000001,0,0,0,0,0,0,1,0
1863,0,0,0,1,0.609999955,0.970000029,1.149999976,0.99000001,0,0,0,0,0,0,0,0
1864,0,0,0,1,0.609999955,0.970000029,1.149999976,0.99000001,0,0,0,0,0,0,0,0
1865,0,0,0,1,0.579999924,0.970000029,1.149999976,1.25,1,0,0,0,1,0,0,0
1866,0,0,0,1,0.609999955,0.970000029,1.149999976,1.089999914,0,0,0,0,1,0,0,0
1867,0,0,0,1,0.579999924,0.970000029,1.149999976,1.089999914,1,0,0,1,0,0,0,0
1868,0,0,0,1,0.609999955,0.970000029,0.99000001,1.25,0,0,1,0,0,0,0,0
1869,0,0,0,1,0.730000019,1.089999914,1.349999905,1.109999895,0,0,1,0,0,0,0,0
1870,0,0,0,1,0.609999955,0.970000029,1.289999962,1,0,0,0,0,0,0,0,0
1871,0,0,0,1,0.609999955,0.970000029,1.289999962,1,0,0,0,0,0,0,0,0
1872,0,0,0,1,0.730000019,1.089999914,1.349999905,1.289999962,0,0,0,0,0,0,0,0
1873,0,0,0,1,1.149999976,0.980000019,1.089999914,1.089999914,0,0,0,0,0,0,0,0
1874,0,0,0,1,0.789999962,1.089999914,1.349999905,1.289999962,0,0,0,0,0,0,0,0
1875,0,0,0,1,0.609999955,1.049999952,1.289999962,0.99000001,0,0,0,1,0,0,0,1
1876,0,0,0,1,0.529999912,1.049999952,1.289999962,0.99000001,1,0,0,0,1,0,0,1
1877,0,0,0,1,0.609999955,1.049999952,1.289999962,0.99000001,0,0,0,0,0,0,0,1
1878,0,0,0,1,0.609999955,1.049999952,1.289999962,0.99000001,0,0,0,1,0,0,0,1
1879,0,0,0,1,0.579999924,1.049999952,1.190000057,1.25,0,0,0,0,1,0,0,0
1880,0,0,0,1,0.609999955,1.049999952,1.25,0.99000001,0,0,0,0,0,0,0,1
1881,0,0,0,1,0.609999955,1.049999952,1.25,0.99000001,0,0,0,0,0,0,0,1
1882,0,0,0,1,0.609999955,1.049999952,1.289999962,0.99000001,0,0,0,0,0,0,0,1
1883,0,0,0,1,0.609999955,1.049999952,1.289999962,0.99000001,0,0,0,0,0,0,0,1
1884,0,0,0,1,0.609999955,1.049999952,1.289999962,1.139999986,0,0,0,0,0,0,0,0
1885,0,0,0,1,0.609999955,1.049999952,1.289999962,1.289999962,0,0,0,0,0,0,0,0
1886,0,0,1,0,0.599999964,0.970000029,1.149999976,0.99000001,0,0,0,0,0,0,0,0
1887,0,0,1,0,0.599999964,0.970000029,1.149999976,0.99000001,0,0,0,0,0,0,0,1
1888,0,0,1,0,0.599999964,0.970000029,1.149999976,1.25,0,0,0,0,0,0,0,0
1889,1,0,0,0,0.649999976,0.970000029,1.149999976,1.089999914,0,0,0,0,1,0,0,0
1890,1,0,0,0,0.649999976,0.970000029,1.25,1.089999914,0,0,0,1,0,0,0,0
1891,1,0,0,0,0.649999976,0.970000029,0.99000001,1.25,0,0,0,0,0,0,1,0
1892,1,0,0,0,0.649999976,0.970000029,0.99000001,1.25,0,0,0,0,0,0,1,0
1893,1,0,0,0,0.649999976,0.970000029,0.99000001,1.25,0,0,1,0,0,0,1,0
1894,1,0,0,0,0.5,0.970000029,1.089999914,1.089999914,1,0,0,0,1,0,1,1
1895,1,0,0,0,0.5,1.049999952,1.25,0.99000001,1,0,0,0,1,0,0,1
1896,1,0,0,0,0.649999976,1.049999952,1.169999957,1.289999962,0,0,0,0,0,0,1,0
1897,1,0,0,0,0.589999914,1.049999952,1.25,0.99000001,0,0,0,0,0,0,0,1
1898,1,0,0,0,0.589999914,1.049999952,0.99000001,1.289999962,0,0,0,0,0,0,0,0
1899,1,0,0,0,0.589999914,1.049999952,1.289999962,0.99000001,0,0,0,0,0,0,0,1
1900,1,0,0,0,0.649999976,1.049999952,1.289999962,1.139999986,0,0,0,0,0,0,0,1
1901,0,0,0,1,0.529999912,0.889999986,0.99000001,0.889999986,0,0,0,0,0,0,0,0
1902,0,1,0,0,0.709999979,1.00999999,0.879999995,0.889999986,0,0,0,0,0,0,0,0
1903,0,0,1,0,0.609999955,0.889999986,0.889999986,0.99000001,0,0,0,0,0,0,0,0
1904,1,0,0,0,0.789999962,0.99000001,0.99000001,1.089999914,0,0,0,0,0,0,0,1
1905,1,0,0,0,0.649999976,0.889999986,0.99000001,0.889999986,0,0,0,0,0,0,1,1
1906,0,0,0,1,0.609999955,0.689999998,1.089999914,1.089999914,0,1,0,0,0,0,0,1
1907,1,0,0,0,0.649999976,0.689999998,1.089999914,0.889999986,0,0,0,1,0,0,0,1
1908,1,0,0,0,0.649999976,0.889999986,1.039999962,0.99000001,0,0,0,0,0,1,0,0
1909,0,0,0,1,0.609999955,0.889999986,1.089999914,0.889999986,0,0,0,0,0,0,0,1
1910,0,0,0,1,0.680000007,0.789999962,1.169999957,1.129999995,0,0,0,0,0,0,0,0
1911,0,0,0,1,0.609999955,0.689999998,1.089999914,1.190000057,0,1,0,0,0,1,0,0
1912,1,0,0,0,0.649999976,0.789999962,1.149999976,0.99000001,0,0,0,0,0,0,0,0
1913,0,1,0,0,0.680000007,1.089999914,1.169999957,1.159999967,0,0,0,0,0,0,0,0
1914,1,0,0,0,0.5,0.970000029,1.089999914,1.190000057,0,0,1,0,0,0,0,0
1915,1,0,0,0,0.889999986,0.889999986,1.190000057,0.99000001,0,0,0,0,0,0,0,0
1916,0,0,0,1,0.609999955,0.970000029,1.149999976,0.99000001,0,0,0,0,0,0,0,1
1917,0,0,0,1,0.609999955,0.970000029,1.149999976,0.99000001,0,0,0,0,0,0,0,1
1918,0,0,1,0,0.680000007,1.089999914,0.99000001,0.949999988,0,0,0,1,0,0,1,0
1919,1,0,0,0,0.649999976,0.970000029,1.149999976,1.25,0,0,0,0,0,0,0,0
1920,1,0,0,0,0.649999976,0.970000029,1.149999976,1.089999914,0,0,0,0,1,0,0,1
